Name,Location,Province,Reviews,Rating(out of 5),URL
Waterfront Resort Lake Kivu,Gisenyi,Western Province,41,3.5,https://www.tripadvisor.com/Hotel_Review-g317074-d7614291-Reviews-Waterfront_Resort_Lake_Kivu-Gisenyi_Western_Province.html
Classic Lodge,Ruhengeri,Northern Province,11,4,https://www.tripadvisor.com/Hotel_Review-g317075-d16853792-Reviews-Classic_Lodge-Ruhengeri_Musanze_District_Northern_Province.html
La Palisse Hotels,Kigali,Kigali Province,22,4,https://www.tripadvisor.com/Hotel_Review-g293829-d8441759-Reviews-La_Palisse_Hotels-Kigali_Kigali_Province.html
R.R. Relax Resort,Kigali,Kigali Province,13,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d3631839-Reviews-R_R_Relax_Resort-Kigali_Kigali_Province.html
East African Villas Guesthouse,Kigali,Kigali Province,13,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d4326628-Reviews-East_African_Villas_Guesthouse-Kigali_Kigali_Province.html
Urugo Eco-Lodge,Kayonza,Eastern Province,11,4,https://www.tripadvisor.com/Hotel_Review-g6475304-d12006917-Reviews-Urugo_Eco_Lodge-Kayonza_Eastern_Province.html
Gisakura Family Hostel,Cyangugu,Western Province,16,4,https://www.tripadvisor.com/Hotel_Review-g2053545-d12674222-Reviews-Gisakura_Family_Hostel-Cyangugu_Western_Province.html
Splendid Hotel,Muhanga,Southern Province,19,4,https://www.tripadvisor.com/Hotel_Review-g2720361-d3385967-Reviews-Splendid_Hotel-Muhanga_Southern_Province.html
Prince Guest House,Kigali,Kigali Province,5,5,https://www.tripadvisor.com/Hotel_Review-g293829-d10212328-Reviews-Prince_Guest_House-Kigali_Kigali_Province.html
Musanto Hotel,Gisenyi,Western Province,23,3.5,https://www.tripadvisor.com/Hotel_Review-g317074-d8663276-Reviews-Musanto_Hotel-Gisenyi_Western_Province.html
Sainte Anne Hotel,Ruhengeri,Northern Province,12,4,https://www.tripadvisor.com/Hotel_Review-g317075-d1627554-Reviews-Sainte_Anne_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Hotel Le Printemps,Kigali,Kigali Province,7,4,https://www.tripadvisor.com/Hotel_Review-g293829-d2047727-Reviews-Hotel_Le_Printemps-Kigali_Kigali_Province.html
La Paillotte Gorilla Place - Mitobo,Kinigi,Northern Province,6,4.5,https://www.tripadvisor.com/Hotel_Review-g12120944-d7737339-Reviews-La_Paillotte_Gorilla_Place_Mitobo-Kinigi_Musanze_District_Northern_Province.html
Rujo Hostel,Kigali,Kigali Province,5,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d17352913-Reviews-Rujo_Hostel-Kigali_Kigali_Province.html
Select Boutique Hotel,Kigali,Kigali Province,19,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1785142-Reviews-Select_Boutique_Hotel-Kigali_Kigali_Province.html
Centre National de Pastorale St. Paul,Kigali,Kigali Province,13,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2392613-Reviews-Centre_National_de_Pastorale_St_Paul-Kigali_Kigali_Province.html
Auberge Beausejour,Kigali,Kigali Province,14,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d4059703-Reviews-Auberge_Beausejour-Kigali_Kigali_Province.html
Auberge La Caverne,Kigali,Kigali Province,26,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1726316-Reviews-Auberge_La_Caverne-Kigali_Kigali_Province.html
Peaceful Home Away from Home,Kigali,Kigali Province,4,5,https://www.tripadvisor.com/Hotel_Review-g293829-d8722369-Reviews-Peaceful_Home_Away_from_Home-Kigali_Kigali_Province.html
Nirvana Heights Boutique Hotels,Gisenyi,Western Province,16,3.5,https://www.tripadvisor.com/Hotel_Review-g317074-d9886020-Reviews-Nirvana_Heights_Boutique_Hotels-Gisenyi_Western_Province.html
Hakuna Matata Lodge,Gisenyi,Western Province,21,4,https://www.tripadvisor.com/Hotel_Review-g317074-d9868262-Reviews-Hakuna_Matata_Lodge-Gisenyi_Western_Province.html
Centre San Jose Carmelo,Kigali,Kigali Province,8,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d10258535-Reviews-Centre_San_Jose_Carmelo-Kigali_Kigali_Province.html
Kent Residence,Kigali,Kigali Province,5,5,https://www.tripadvisor.com/Hotel_Review-g293829-d10404340-Reviews-Kent_Residence-Kigali_Kigali_Province.html
Hill View Hotel & Aparts,Gisenyi,Western Province,7,4.5,https://www.tripadvisor.com/Hotel_Review-g317074-d12502344-Reviews-Hill_View_Hotel_Aparts-Gisenyi_Western_Province.html
Fame Guest House,Kigali,Kigali Province,9,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d6996368-Reviews-Fame_Guest_House-Kigali_Kigali_Province.html
New Impala Hotel,Kigali,Kigali Province,8,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7041105-Reviews-New_Impala_Hotel-Kigali_Kigali_Province.html
Gisa Stay 101,Kigali,Kigali Province,8,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12846774-Reviews-Gisa_Stay_101-Kigali_Kigali_Province.html
Urugano Virunga Palace,Ruhengeri,Northern Province,3,5,https://www.tripadvisor.com/Hotel_Review-g317075-d22003076-Reviews-Urugano_Virunga_Palace-Ruhengeri_Musanze_District_Northern_Province.html
Kasirimbi Hotel,Kigali,Kigali Province,23,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d5121942-Reviews-Kasirimbi_Hotel-Kigali_Kigali_Province.html
Maison St Benoit Kigufi,Gisenyi,Western Province,3,4.5,https://www.tripadvisor.com/Hotel_Review-g317074-d13341400-Reviews-Maison_St_Benoit_Kigufi-Gisenyi_Western_Province.html
Casa Hotel,Butare,Southern Province,4,4.5,https://www.tripadvisor.com/Hotel_Review-g480231-d12151128-Reviews-Casa_Hotel-Butare_Southern_Province.html
Gorillas Volcanoes Hotel,Ruhengeri,Northern Province,43,3.5,https://www.tripadvisor.com/Hotel_Review-g317075-d1901356-Reviews-Gorillas_Volcanoes_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Ruhondo Beach Resort,Ruhondo,Northern Province,4,4.5,https://www.tripadvisor.com/Hotel_Review-g9700650-d9699259-Reviews-Ruhondo_Beach_Resort-Ruhondo_Musanze_District_Northern_Province.html
The Palm Beach Resort,Gisenyi,Western Province,29,3.5,https://www.tripadvisor.com/Hotel_Review-g317074-d6968764-Reviews-The_Palm_Beach_Resort-Gisenyi_Western_Province.html
Centre Bethanie,Kibuye,Western Province,95,3.5,https://www.tripadvisor.com/Hotel_Review-g673815-d647419-Reviews-Centre_Bethanie-Kibuye_Western_Province.html
Muhazi Beach Hotel,Rwamagana,Eastern Province,10,3.5,https://www.tripadvisor.com/Hotel_Review-g8593225-d10834276-Reviews-Muhazi_Beach_Hotel-Rwamagana_Eastern_Province.html
The Root House,Kigali,Kigali Province,2,5,https://www.tripadvisor.com/Hotel_Review-g293829-d15186257-Reviews-The_Root_House-Kigali_Kigali_Province.html
Dayenu Hotel Nyanza,Nyanza,Southern Province,3,4.5,https://www.tripadvisor.com/Hotel_Review-g2053546-d12227942-Reviews-Dayenu_Hotel_Nyanza-Nyanza_Southern_Province.html
Altis Apartments,Kigali,Kigali Province,4,5,https://www.tripadvisor.com/Hotel_Review-g293829-d1806086-Reviews-Altis_Apartments-Kigali_Kigali_Province.html
Centre Diocesain de Pastorale Incuti,Cyangugu,Western Province,2,5,https://www.tripadvisor.com/Hotel_Review-g2053545-d13071774-Reviews-Centre_Diocesain_de_Pastorale_Incuti-Cyangugu_Western_Province.html
A.E.E. Guesthouse,Kigali,Kigali Province,7,4,https://www.tripadvisor.com/Hotel_Review-g293829-d2418069-Reviews-A_E_E_Guesthouse-Kigali_Kigali_Province.html
Eastern Country Hotel,Kayonza,Eastern Province,3,4.5,https://www.tripadvisor.com/Hotel_Review-g6475304-d8388272-Reviews-Eastern_Country_Hotel-Kayonza_Eastern_Province.html
Landstar Hotel,Kigali,Kigali Province,12,4,https://www.tripadvisor.com/Hotel_Review-g293829-d1948891-Reviews-Landstar_Hotel-Kigali_Kigali_Province.html
Lake View Apartments and Hotel,Gisenyi,Western Province,9,4,https://www.tripadvisor.com/Hotel_Review-g317074-d776972-Reviews-Lake_View_Apartments_and_Hotel-Gisenyi_Western_Province.html
Azizi Life Hostel,Muhanga,Southern Province,2,5,https://www.tripadvisor.com/Hotel_Review-g2720361-d8397130-Reviews-Azizi_Life_Hostel-Muhanga_Southern_Province.html
Satellite Holiday Resort & Great Lakes Museum,Muhanga,Southern Province,3,4.5,https://www.tripadvisor.com/Hotel_Review-g2720361-d9599075-Reviews-Satellite_Holiday_Resort_Great_Lakes_Museum-Muhanga_Southern_Province.html
Makutano Club and Resorts,,Kigali Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g3685406-d17630696-Reviews-Makutano_Club_and_Resorts-Kigali_Province.html
Hotel Baobab,Kigali,Kigali Province,3,5,https://www.tripadvisor.com/Hotel_Review-g293829-d667723-Reviews-Hotel_Baobab-Kigali_Kigali_Province.html
Kwetu Residence Inn,Kigali,Kigali Province,9,4,https://www.tripadvisor.com/Hotel_Review-g293829-d2492134-Reviews-Kwetu_Residence_Inn-Kigali_Kigali_Province.html
Radius Guest Flats,Kigali,Kigali Province,7,4,https://www.tripadvisor.com/Hotel_Review-g293829-d5519576-Reviews-Radius_Guest_Flats-Kigali_Kigali_Province.html
Colours Club & Spa,Kigali,Kigali Province,7,4,https://www.tripadvisor.com/Hotel_Review-g293829-d10595760-Reviews-Colours_Club_Spa-Kigali_Kigali_Province.html
Iwawe Hotel,Kigali,Kigali Province,2,5,https://www.tripadvisor.com/Hotel_Review-g293829-d15034520-Reviews-Iwawe_Hotel-Kigali_Kigali_Province.html
Sinai Suites,Kigali,Kigali Province,10,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d6915837-Reviews-Sinai_Suites-Kigali_Kigali_Province.html
Tea House Bis,Kigali,Kigali Province,2,5,https://www.tripadvisor.com/Hotel_Review-g293829-d12823760-Reviews-Tea_House_Bis-Kigali_Kigali_Province.html
La Paillotte Gorilla Place,Kinigi,Northern Province,7,4,https://www.tripadvisor.com/Hotel_Review-g12120944-d12811270-Reviews-La_Paillotte_Gorilla_Place-Kinigi_Musanze_District_Northern_Province.html
Aberdeen House Boutique Hotel,Kigali,Kigali Province,15,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1876228-Reviews-Aberdeen_House_Boutique_Hotel-Kigali_Kigali_Province.html
Bougainvilla Boutique Hotel,Kigali,Kigali Province,5,4,https://www.tripadvisor.com/Hotel_Review-g293829-d10079570-Reviews-Bougainvilla_Boutique_Hotel-Kigali_Kigali_Province.html
La Paillotte Cyuza Island,Ile,Northern Province,4,4,https://www.tripadvisor.com/Hotel_Review-g13283449-d12854699-Reviews-La_Paillotte_Cyuza_Island-Ile_Mudimba_Northern_Province.html
Migano Hotel,Ruhengeri,Northern Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g317075-d17484105-Reviews-Migano_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Zebra Boutique Hotel,Kigali,Kigali Province,6,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d10796294-Reviews-Zebra_Boutique_Hotel-Kigali_Kigali_Province.html
Centre Saint Vincent Pallotti Ltd,Kigali,Kigali Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12975349-Reviews-Centre_Saint_Vincent_Pallotti_Ltd-Kigali_Kigali_Province.html
Peace Guesthouse,Cyangugu,Western Province,23,3.5,https://www.tripadvisor.com/Hotel_Review-g2053545-d3263826-Reviews-Peace_Guesthouse-Cyangugu_Western_Province.html
Ishema Hotel,Ruhengeri,Northern Province,14,3.5,https://www.tripadvisor.com/Hotel_Review-g317075-d1719725-Reviews-Ishema_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Hotel Ibis,Butare,Southern Province,72,3.5,https://www.tripadvisor.com/Hotel_Review-g480231-d1055784-Reviews-Hotel_Ibis-Butare_Southern_Province.html
Frangi House Executive Apartments,Kigali,Kigali Province,2,5,https://www.tripadvisor.com/Hotel_Review-g293829-d12219383-Reviews-Frangi_House_Executive_Apartments-Kigali_Kigali_Province.html
Auberge de Kiyovu,Kigali,Kigali Province,6,4,https://www.tripadvisor.com/Hotel_Review-g293829-d2096677-Reviews-Auberge_de_Kiyovu-Kigali_Kigali_Province.html
Kivu Safari Lodge,Kibuye,Western Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g673815-d10745322-Reviews-Kivu_Safari_Lodge-Kibuye_Western_Province.html
Gorilla Luxury Lodge,Kinigi,Northern Province,1,5,https://www.tripadvisor.com/Hotel_Review-g12120944-d23749759-Reviews-Gorilla_Luxury_Lodge-Kinigi_Musanze_District_Northern_Province.html
Hotel de la Plaine de Rusizi,Bugarama,Western Province,1,5,https://www.tripadvisor.com/Hotel_Review-g21131421-d21127225-Reviews-Hotel_de_la_Plaine_de_Rusizi-Bugarama_Western_Province.html
Nice Garden Training Center,Byumba,Northern Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g8323643-d12928881-Reviews-Nice_Garden_Training_Center-Byumba_Northern_Province.html
Four Steps Hotel,Butare,Southern Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g480231-d9885975-Reviews-Four_Steps_Hotel-Butare_Southern_Province.html
Urugo Women's Opportunity Center,Kayonza,Eastern Province,5,3.5,https://www.tripadvisor.com/Hotel_Review-g6475304-d12693544-Reviews-Urugo_Women_s_Opportunity_Center-Kayonza_Eastern_Province.html
Volcanoes Forest Camp,Musanze,Northern Province,1,5,https://www.tripadvisor.com/Hotel_Review-g12120942-d21503632-Reviews-Volcanoes_Forest_Camp-Musanze_District_Northern_Province.html
Kigali Guestlux Hotel,Kigali,Kigali Province,7,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2182687-Reviews-Kigali_Guestlux_Hotel-Kigali_Kigali_Province.html
Shalom House Butare,Butare,Southern Province,10,3.5,https://www.tripadvisor.com/Hotel_Review-g480231-d2161218-Reviews-Shalom_House_Butare-Butare_Southern_Province.html
Hotel Isimbi,Kigali,Kigali Province,33,3,https://www.tripadvisor.com/Hotel_Review-g293829-d667722-Reviews-Hotel_Isimbi-Kigali_Kigali_Province.html
Best View Hotel,Ruhengeri,Northern Province,16,3.5,https://www.tripadvisor.com/Hotel_Review-g317075-d7009353-Reviews-Best_View_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Kacyiru Executive Apartments,Kigali,Kigali Province,7,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2650304-Reviews-Kacyiru_Executive_Apartments-Kigali_Kigali_Province.html
Buffalo Mountain Lodge,Ruhengeri,Northern Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g317075-d12161106-Reviews-Buffalo_Mountain_Lodge-Ruhengeri_Musanze_District_Northern_Province.html
Havugimana Israel Guest Centre,Kigali,Kigali Province,3,4,https://www.tripadvisor.com/Hotel_Review-g293829-d4272451-Reviews-Havugimana_Israel_Guest_Centre-Kigali_Kigali_Province.html
Ihema View Camp Site,Kayonza,Eastern Province,1,5,https://www.tripadvisor.com/Hotel_Review-g6475304-d17602919-Reviews-Ihema_View_Camp_Site-Kayonza_Eastern_Province.html
Planette Motel,Gisenyi,Western Province,1,5,https://www.tripadvisor.com/Hotel_Review-g317074-d13228671-Reviews-Planette_Motel-Gisenyi_Western_Province.html
Mount Kigali Hotel,Kigali,Kigali Province,5,4,https://www.tripadvisor.com/Hotel_Review-g293829-d2698490-Reviews-Mount_Kigali_Hotel-Kigali_Kigali_Province.html
DV Appart Hotel,Kigali,Kigali Province,7,4,https://www.tripadvisor.com/Hotel_Review-g293829-d2573432-Reviews-DV_Appart_Hotel-Kigali_Kigali_Province.html
Classic Lodge,Ruhengeri,Northern Province,1,5,https://www.tripadvisor.com/Hotel_Review-g317075-d16853445-Reviews-Classic_Lodge-Ruhengeri_Musanze_District_Northern_Province.html
Peace Guest House,Cyangugu,Western Province,6,3.5,https://www.tripadvisor.com/Hotel_Review-g2053545-d12839336-Reviews-Peace_Guest_House-Cyangugu_Western_Province.html
Amakoro Songa Lodge,Musanze,Northern Province,1,5,https://www.tripadvisor.com/Hotel_Review-g12120942-d21005468-Reviews-Amakoro_Songa_Lodge-Musanze_District_Northern_Province.html
KU House,Huye,Southern Province,1,5,https://www.tripadvisor.com/Hotel_Review-g3588281-d19886819-Reviews-KU_House-Huye_Southern_Province.html
Beach Garden BnB,Gisenyi,Western Province,1,5,https://www.tripadvisor.com/Hotel_Review-g317074-d15058411-Reviews-Beach_Garden_BnB-Gisenyi_Western_Province.html
Kim Hotel,Kigali,Kigali Province,1,5,https://www.tripadvisor.com/Hotel_Review-g293829-d15185320-Reviews-Kim_Hotel-Kigali_Kigali_Province.html
Safe Stay Hostel,Kigali,Kigali Province,1,5,https://www.tripadvisor.com/Hotel_Review-g293829-d10171134-Reviews-Safe_Stay_Hostel-Kigali_Kigali_Province.html
Colina Guest House,Kigali,Kigali Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7255511-Reviews-Colina_Guest_House-Kigali_Kigali_Province.html
Amohoro Island (Peace Island),Kibuye,Western Province,1,5,https://www.tripadvisor.com/Hotel_Review-g673815-d3569743-Reviews-Amohoro_Island_Peace_Island-Kibuye_Western_Province.html
New Umunyinya House,Kibuye,Western Province,1,5,https://www.tripadvisor.com/Hotel_Review-g673815-d13339797-Reviews-New_Umunyinya_House-Kibuye_Western_Province.html
Volcanoes Park View Lodge,Kinigi,Northern Province,1,5,https://www.tripadvisor.com/Hotel_Review-g12120944-d16645408-Reviews-Volcanoes_Park_View_Lodge-Kinigi_Musanze_District_Northern_Province.html
New Life Guesthouse,Kigali,Kigali Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7704433-Reviews-New_Life_Guesthouse-Kigali_Kigali_Province.html
Panafrica Motel,Kigali,Kigali Province,2,4,https://www.tripadvisor.com/Hotel_Review-g293829-d6990298-Reviews-Panafrica_Motel-Kigali_Kigali_Province.html
Kunda Village Guest House,Gisenyi,Western Province,1,5,https://www.tripadvisor.com/Hotel_Review-g317074-d13908334-Reviews-Kunda_Village_Guest_House-Gisenyi_Western_Province.html
Extra Inn Kigali,Kigali,Kigali Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7010938-Reviews-Extra_Inn_Kigali-Kigali_Kigali_Province.html
Elevate Hotel,Gisenyi,Western Province,1,5,https://www.tripadvisor.com/Hotel_Review-g317074-d12552595-Reviews-Elevate_Hotel-Gisenyi_Western_Province.html
Centre Pastrol Notre Dame De Fatima,Ruhengeri,Northern Province,3,3.5,https://www.tripadvisor.com/Hotel_Review-g317075-d8600364-Reviews-Centre_Pastrol_Notre_Dame_De_Fatima-Ruhengeri_Musanze_District_Northern_Province.html
Petit Bassam Hotel,Kigali,Kigali Province,1,5,https://www.tripadvisor.com/Hotel_Review-g293829-d8823094-Reviews-Petit_Bassam_Hotel-Kigali_Kigali_Province.html
Cyohoha Camping,Nyamata,Eastern Province,1,4,https://www.tripadvisor.com/Hotel_Review-g15269115-d21341816-Reviews-Cyohoha_Camping-Nyamata_Eastern_Province.html
Hotel Sienna,Kigali,Kigali Province,2,4,https://www.tripadvisor.com/Hotel_Review-g293829-d10961896-Reviews-Hotel_Sienna-Kigali_Kigali_Province.html
Heroes Motel,Butare,Southern Province,1,4,https://www.tripadvisor.com/Hotel_Review-g480231-d13437361-Reviews-Heroes_Motel-Butare_Southern_Province.html
Hotel Italiano Al Lago,Gisenyi,Western Province,3,3.5,https://www.tripadvisor.com/Hotel_Review-g317074-d12418085-Reviews-Hotel_Italiano_Al_Lago-Gisenyi_Western_Province.html
Maison de Passage Ste Therese,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d17518137-Reviews-Maison_de_Passage_Ste_Therese-Kigali_Kigali_Province.html
Musanze Caves,Ruhengeri,Northern Province,6,3.5,https://www.tripadvisor.com/Hotel_Review-g317075-d11717680-Reviews-Musanze_Caves-Ruhengeri_Musanze_District_Northern_Province.html
Hills View Guesthouse,Kigali,Kigali Province,4,4,https://www.tripadvisor.com/Hotel_Review-g293829-d1757082-Reviews-Hills_View_Guesthouse-Kigali_Kigali_Province.html
Top Tower Hotel Kigali,Kigali,Kigali Province,82,3,https://www.tripadvisor.com/Hotel_Review-g293829-d1723891-Reviews-Top_Tower_Hotel_Kigali-Kigali_Kigali_Province.html
Silverback New Hotel,Ruhengeri,Northern Province,1,4,https://www.tripadvisor.com/Hotel_Review-g317075-d13815531-Reviews-Silverback_New_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Primebiz Ineza Apartments,Kigali,Kigali Province,6,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7744091-Reviews-Primebiz_Ineza_Apartments-Kigali_Kigali_Province.html
Atlas Hood 01,Kigali,Kigali Province,1,5,https://www.tripadvisor.com/Hotel_Review-g293829-d17444184-Reviews-Atlas_Hood_01-Kigali_Kigali_Province.html
Kunda Gisenyi Guest House,Gisenyi,Western Province,1,5,https://www.tripadvisor.com/Hotel_Review-g317074-d15521950-Reviews-Kunda_Gisenyi_Guest_House-Gisenyi_Western_Province.html
Rubangura Luxury Apartments,Kigali,Kigali Province,8,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7316997-Reviews-Rubangura_Luxury_Apartments-Kigali_Kigali_Province.html
Happy Hour,Kigali,Kigali Province,2,4,https://www.tripadvisor.com/Hotel_Review-g293829-d12652864-Reviews-Happy_Hour-Kigali_Kigali_Province.html
Karongi Lake View Retreat,Kibuye,Western Province,1,4,https://www.tripadvisor.com/Hotel_Review-g673815-d16876000-Reviews-Karongi_Lake_View_Retreat-Kibuye_Western_Province.html
Alink Hotel,Kigali,Kigali Province,4,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12295336-Reviews-Alink_Hotel-Kigali_Kigali_Province.html
Gisa Stay 103,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d17544945-Reviews-Gisa_Stay_103-Kigali_Kigali_Province.html
Kiberinka Cultural Center,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d16720364-Reviews-Kiberinka_Cultural_Center-Kigali_Kigali_Province.html
Gisa Stay 102,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d14983057-Reviews-Gisa_Stay_102-Kigali_Kigali_Province.html
Infinity Hotel,Kigali,Kigali Province,12,3,https://www.tripadvisor.com/Hotel_Review-g293829-d6819486-Reviews-Infinity_Hotel-Kigali_Kigali_Province.html
One Hill Motel,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d2471103-Reviews-One_Hill_Motel-Kigali_Kigali_Province.html
EAR Diocese Byumba,Byumba,Northern Province,1,4,https://www.tripadvisor.com/Hotel_Review-g8323643-d12928078-Reviews-EAR_Diocese_Byumba-Byumba_Northern_Province.html
Avega East Hostel,Rwamagana,Eastern Province,1,4,https://www.tripadvisor.com/Hotel_Review-g8593225-d9784953-Reviews-Avega_East_Hostel-Rwamagana_Eastern_Province.html
Mater Dei Motel,Gitarama,Southern Province,1,4,https://www.tripadvisor.com/Hotel_Review-g8397221-d12838884-Reviews-Mater_Dei_Motel-Gitarama_Southern_Province.html
Ambassador Park Hotel,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d13488472-Reviews-Ambassador_Park_Hotel-Kigali_Kigali_Province.html
Twiga hotel,Butare,Southern Province,1,4,https://www.tripadvisor.com/Hotel_Review-g480231-d12161419-Reviews-Twiga_hotel-Butare_Southern_Province.html
Maison de Passage Ste Therese,Gisenyi,Western Province,1,4,https://www.tripadvisor.com/Hotel_Review-g317074-d12545670-Reviews-Maison_de_Passage_Ste_Therese-Gisenyi_Western_Province.html
Banana Boutique Hotel,Kigali,Kigali Province,3,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d3204021-Reviews-Banana_Boutique_Hotel-Kigali_Kigali_Province.html
Smartinn Hotel,Kigali,Kigali Province,2,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d11886617-Reviews-Smartinn_Hotel-Kigali_Kigali_Province.html
Modern Hostel,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d10070136-Reviews-Modern_Hostel-Kigali_Kigali_Province.html
Best View Hotel,Ruhengeri,Northern Province,2,3.5,https://www.tripadvisor.com/Hotel_Review-g317075-d11718328-Reviews-Best_View_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
SportsView Hotel,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d8138474-Reviews-SportsView_Hotel-Kigali_Kigali_Province.html
Lambada Hotel,Gisenyi,Western Province,1,4,https://www.tripadvisor.com/Hotel_Review-g317074-d11795761-Reviews-Lambada_Hotel-Gisenyi_Western_Province.html
Rohi Apartments,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d8596763-Reviews-Rohi_Apartments-Kigali_Kigali_Province.html
Smart Motel,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d2518222-Reviews-Smart_Motel-Kigali_Kigali_Province.html
Chez Jules,Kigali,Kigali Province,2,4,https://www.tripadvisor.com/Hotel_Review-g293829-d2334430-Reviews-Chez_Jules-Kigali_Kigali_Province.html
Blessington Motel,Gisenyi,Western Province,1,4,https://www.tripadvisor.com/Hotel_Review-g317074-d9869091-Reviews-Blessington_Motel-Gisenyi_Western_Province.html
Kinigi Guest House,Kinigi,Northern Province,1,4,https://www.tripadvisor.com/Hotel_Review-g12120944-d8600557-Reviews-Kinigi_Guest_House-Kinigi_Musanze_District_Northern_Province.html
Bellagio Hotel,Kigali,Kigali Province,2,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d8400222-Reviews-Bellagio_Hotel-Kigali_Kigali_Province.html
La Brise Musanze Tourist Lodge,Ruhengeri,Northern Province,1,5,https://www.tripadvisor.com/Hotel_Review-g317075-d1141099-Reviews-La_Brise_Musanze_Tourist_Lodge-Ruhengeri_Musanze_District_Northern_Province.html
Jambo Guest House,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d6091098-Reviews-Jambo_Guest_House-Kigali_Kigali_Province.html
Motel Ikaze,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d667726-Reviews-Motel_Ikaze-Kigali_Kigali_Province.html
Volcano Hotel,Kigali,Kigali Province,2,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d667725-Reviews-Volcano_Hotel-Kigali_Kigali_Province.html
Golden Hills Hotel,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d7110658-Reviews-Golden_Hills_Hotel-Kigali_Kigali_Province.html
Hill Crest Hotel,Kigali,Kigali Province,2,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d17789266-Reviews-Hill_Crest_Hotel-Kigali_Kigali_Province.html
Peace & Grace Motel,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d13277901-Reviews-Peace_Grace_Motel-Kigali_Kigali_Province.html
Fanad Guest House,Gisenyi,Western Province,4,3.5,https://www.tripadvisor.com/Hotel_Review-g317074-d12189772-Reviews-Fanad_Guest_House-Gisenyi_Western_Province.html
Shan-Grila Motel,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d7080029-Reviews-Shan_Grila_Motel-Kigali_Kigali_Province.html
Galileo Hotel Stadium,Huye,Southern Province,4,3.5,https://www.tripadvisor.com/Hotel_Review-g3588281-d11776450-Reviews-Galileo_Hotel_Stadium-Huye_Southern_Province.html
