Name,Location,Reviews,Score,URL
Inn on the lake,Kibuye,6.0,9.2,https://www.booking.com/hotel/rw/inn-on-the-lake.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Akagera Neighbors,Kabarondo,11.0,8.1,https://www.booking.com/hotel/rw/akagera-neighbors.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=82&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Ubumwe Hotel,Gisenyi,,,https://www.booking.com/hotel/rw/ubumwe.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Apartment iconic,Gisenyi,,,https://www.booking.com/hotel/rw/apartment-iconic.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=84&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Keva Guest House,Kigali,149.0,7.6,https://www.booking.com/hotel/rw/keva-guest-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=85&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
View kigali homes,Kigali,9.0,8.2,https://www.booking.com/hotel/rw/view-kigali-homes.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Beach Garden BnB,Gisenyi,41.0,6.9,https://www.booking.com/hotel/rw/beach-garden-bnb.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
My Hill Eco Lodge,Ruhengeri,9.0,9.1,https://www.booking.com/hotel/rw/my-hill-eco-lodge.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
MUHABURA MOUNTAIN LODGE,Gisenyi,,,https://www.booking.com/hotel/rw/muhabura-mountain-lodge-gisenyi.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Welkom to MyPlace - Kibagabaga (Kigali),Kigali,62.0,7.9,https://www.booking.com/hotel/rw/welkom-to-myplace-kibagabaga-kigali.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Chimpanzee Lodge,Rwumba,,,https://www.booking.com/hotel/rw/chimpanzee-lodge.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Creative apartment,Gisenyi,,,https://www.booking.com/hotel/rw/creative-apartment.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=92&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Gate 10 Hostel,Kigali,,,https://www.booking.com/hotel/rw/gate-10-hostel.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
La Natura Guesthouse,Ruhengeri,,,https://www.booking.com/hotel/rw/la-natura-guesthouse.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
EPIC Hotel & Suites,Nyagatare,20.0,8.6,https://www.booking.com/hotel/rw/cityblue-epic-amp-suites-nyagatare.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=95&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Puma Guest House Kigali,Kigali,26.0,7.7,https://www.booking.com/hotel/rw/puma-guest-house-kigali.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Kigali Diplomat Hotel,Kigali,38.0,6.6,https://www.booking.com/hotel/rw/kigali-diplomat.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Martin Aviator Hotel,Kigali,95.0,7.7,https://www.booking.com/hotel/rw/martin-aviator-motel.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
NENA HOUSE,Rusatira,,,https://www.booking.com/hotel/rw/nena-house-rusatira.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=99&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Asante Hotel,Gisenyi,62.0,7.4,https://www.booking.com/hotel/rw/asante.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=0&hapos=75&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Hôtel Maisons-Sifa,Butare,70.0,8.7,https://www.booking.com/hotel/rw/maisons-sifa.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=76&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Rushel Kivu Lodge,Rutsiro,,,https://www.booking.com/hotel/rw/rushel-kivu-lodge.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=77&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Kivu Paradis Resort,Nyamyumba,46.0,8.9,https://www.booking.com/hotel/rw/kivu-paradis-resort.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=78&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
la Paillote cyuza island burera,Buberuka,3.0,8.7,https://www.booking.com/hotel/rw/paillote-sl.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=79&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Vintage Cottages,Rwamagana,3.0,9.0,https://www.booking.com/hotel/rw/vintage-cottage-rwamagana.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=80&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Inn on the lake,Kibuye,6.0,9.2,https://www.booking.com/hotel/rw/inn-on-the-lake.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Akagera Neighbors,Kabarondo,11.0,8.1,https://www.booking.com/hotel/rw/akagera-neighbors.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=82&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Ubumwe Hotel,Gisenyi,,,https://www.booking.com/hotel/rw/ubumwe.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Apartment iconic,Gisenyi,,,https://www.booking.com/hotel/rw/apartment-iconic.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=84&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Keva Guest House,Kigali,149.0,7.6,https://www.booking.com/hotel/rw/keva-guest-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=85&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
View kigali homes,Kigali,9.0,8.2,https://www.booking.com/hotel/rw/view-kigali-homes.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Beach Garden BnB,Gisenyi,41.0,6.9,https://www.booking.com/hotel/rw/beach-garden-bnb.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
My Hill Eco Lodge,Ruhengeri,9.0,9.1,https://www.booking.com/hotel/rw/my-hill-eco-lodge.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
MUHABURA MOUNTAIN LODGE,Gisenyi,,,https://www.booking.com/hotel/rw/muhabura-mountain-lodge-gisenyi.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Welkom to MyPlace - Kibagabaga (Kigali),Kigali,62.0,7.9,https://www.booking.com/hotel/rw/welkom-to-myplace-kibagabaga-kigali.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Chimpanzee Lodge,Rwumba,,,https://www.booking.com/hotel/rw/chimpanzee-lodge.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Creative apartment,Gisenyi,,,https://www.booking.com/hotel/rw/creative-apartment.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=92&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Gate 10 Hostel,Kigali,,,https://www.booking.com/hotel/rw/gate-10-hostel.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
La Natura Guesthouse,Ruhengeri,,,https://www.booking.com/hotel/rw/la-natura-guesthouse.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
EPIC Hotel & Suites,Nyagatare,,,https://www.booking.com/hotel/rw/cityblue-epic-amp-suites-nyagatare.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=95&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Puma Guest House Kigali,Kigali,,,https://www.booking.com/hotel/rw/puma-guest-house-kigali.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
Kigali Diplomat Hotel,Kigali,,,https://www.booking.com/hotel/rw/kigali-diplomat.html?label=gen173nr-1FCAEoggI46AdIM1gEaMMBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAL_8reMBsACAdICJDIzMGVhYzI2LTA4NWYtNGIzOS05ZTBjLTZlNWI4ZThmOWM4MNgCBeACAQ&sid=87d75aca03e64e797d5f059bc0e38b2f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=popularity&srpvid=9a64631be243011d&srepoch=1637157992&from=searchresults#hotelTmpl
