Name,Category,Year,URL
Hundreds of African migrants released from Israeli detention centre,Israel,2015,https://www.euronews.com/2015/08/25/hundreds-of-african-migrants-released-from-israeli-detention-centre
Burundi: radio silence leaves room for political violence,Burundi,2015,https://www.euronews.com/2015/08/19/burundi-radio-silence-leaves-room-for-political-violence
Red Cross reunites lost refugee children with families in Rwanda,Rwanda,2015,https://www.euronews.com/2015/08/13/red-cross-reunites-lost-refugee-children-with-families-in-rwanda
Burundi's past overshadows Nkurunziza's pursuit of power,Burundi,2015,https://www.euronews.com/2015/07/21/burundi-s-past-overshadows-nkurunziza-s-pursuit-of-power
Rwanda's spy chief bailed after being arrested in London,United Kingdom,2015,https://www.euronews.com/2015/06/26/rwanda-s-spy-chief-bailed-after-being-arrested-in-london
"Burundi elections put off again, fears of violence rise",Burundi,2015,https://www.euronews.com/2015/06/04/burundi-elections-put-off-again-fears-of-violence-rise
Burundi opposition calls for president to quit,Burundi,2015,https://www.euronews.com/2015/06/01/burundi-opposition-calls-for-president-to-quit
Burundi president calls for 'ethnic harmony',Burundi,2015,https://www.euronews.com/2015/05/21/burundi-president-calls-for-ethnic-harmony
Anti-president protest in Burundi ends in clashes with police,Burundi,2015,https://www.euronews.com/2015/05/19/anti-president-protest-in-burundi-ends-in-clashes-with-police
Aid workers face 'complex emergency' as Burundians flee unrest,Burundi,2015,https://www.euronews.com/2015/05/19/aid-workers-face-complex-emergency-as-burundians-flee-unrest
Burundi failed coup leader 'overestimated army's support',World,2015,https://www.euronews.com/2015/05/15/burundi-failed-coup-leader-overestimated-army-s-support
Women join anti-Nkurunziza protests in Burundi,Burundi,2015,https://www.euronews.com/2015/05/11/women-join-anti-nkurunziza-protests-in-burundi
Burundi women protest Nkurunziza third term,Burundi,2015,https://www.euronews.com/2015/05/10/burundi-women-protest-nkurunziza-third-term
"50,000 people flee Burundi amid violent protests",Burundi,2015,https://www.euronews.com/2015/05/09/50000-people-flee-burundi-amid-violent-protests
More deaths as Burundi's President Nkurunziza fails to calm protests,Burundi,2015,https://www.euronews.com/2015/05/07/more-deaths-as-burundi-s-president-nkurunziza-fails-to-calm-protests
Burundi: three killed as violence continues to rock capital,Burundi,2015,https://www.euronews.com/2015/05/02/burundi-three-killed-as-violence-continues-to-rock-capital
Burundi: police fire live rounds to disperse anti-president protesters,Burundi,2015,https://www.euronews.com/2015/04/28/burundi-police-fire-live-rounds-to-disperse-anti-president-protesters
Thousands flee Burundi amid second day of pre-election violence,Burundi,2015,https://www.euronews.com/2015/04/27/thousands-flee-burundi-amid-second-day-of-pre-election-violence
Gabon to host the 2017 Africa Cup of Nations,Sport,2015,https://www.euronews.com/2015/04/08/gabon-to-host-the-2017-africa-cup-of-nations
HIV test via your smartphone in 15 minutes,Sci-tech,2015,https://www.euronews.com/2015/03/03/hiv-test-via-your-smartphone-in-15-minutes
Ireland makes legal gender equality history,Ireland,2015,https://www.euronews.com/2015/02/13/female-solicitors-in-ireland-make-gender-equality-history-
Sakharov Prize winner Mukwege on justice for DRC's women,World,2014,https://www.euronews.com/2014/11/26/sakharov-prize-winner-mukwege-calls-for-justice-and-deliverance-for-drc-s-women
Caver Francesco Sauro explores mysterious Tepui table mountains,Sci-tech,2014,https://www.euronews.com/2014/08/01/caver-francesco-sauro-explores-mysterious-tepui-table-mountains
Africa maintains growth momentum despite security challenges,focus,2014,https://www.euronews.com/next/2014/05/28/africa-maintains-growth-momentum-despite-security-challenges
Rwandan reconciliation difficult 20 years on,World,2014,https://www.euronews.com/2014/04/07/rwandan-reconciliation-difficult-20-years-on
"Europe and Africa, working together to build investment opportunities",focus,2014,https://www.euronews.com/next/2014/04/02/europe-and-africa-working-together-to-build-investment-opportunities
France faced with long and costly CAR mission,World,2013,https://www.euronews.com/2013/12/11/france-faced-with-long-and-costly-car-mission
Save the Children report: Niger praised but globally much remains to be done,Niger,2013,https://www.euronews.com/2013/10/23/save-the-children-report-niger-praised-but-globally-much-remains-to-be-done-
The happiest countries around the world,World,2013,https://www.euronews.com/2013/09/10/the-happiest-countries-around-the-world
Football: Kick-starting education,World,2012,https://www.euronews.com/2012/06/08/football-kick-starting-education
Rape as a weapon: the fight of Masika,World,2012,https://www.euronews.com/2012/04/27/rape-as-a-weapon
DR Congo: harvesting on the ruins of war,Unreported Europe,2011,https://www.euronews.com/2011/11/03/rwanda-harvesting-the-ruins-of-war
Focus: quenching the world's water thirst,focus,2011,https://www.euronews.com/next/2011/09/02/focus-quenching-the-world-s-water-thirst
Global challenges: water in an urbanising world,focus,2011,https://www.euronews.com/next/2011/08/24/global-challenges-water-in-an-urbanising-world
Saving the African Union,focus,2011,https://www.euronews.com/next/2011/07/05/saving-the-african-union
"Tunisia, Egypt - a wake up call for Africa?",World,2011,https://www.euronews.com/2011/06/09/tunisia-egypt-a-wake-up-call-for-africa
A class from the past,World,2011,https://www.euronews.com/2011/06/06/a-class-from-the-past
ECHO: a lifeline in Africa's skies,Unreported Europe,2010,https://www.euronews.com/2010/10/08/echo-a-lifeline-in-africa-s-skies
